outlet_name_mbfc,url_mbfc,bias_mbfc,factual_reporting_mbfc,country_mbfc,credibility_mbfc,url_cleaned
Hagmann Report,https://mediabiasfactcheck.com/the-hagmann-report,Questionable,Low,US,Low,hagmannreport.com
Hal Turner Radio Show,https://mediabiasfactcheck.com/hal-turner-radio-show,Questionable,Very Low,US,Low,halturnerradioshow.com
Hanford Sentinel,https://mediabiasfactcheck.com/hanford-sentinel-bias-rating,Center,Mostly Factual,US,High,hanfordsentinel.com
Hang The Bankers,https://mediabiasfactcheck.com/hang-the-bankers,Questionable,Low,US,Low,hangthebankers.com
Hannity.com,https://mediabiasfactcheck.com/hannity-com,Questionable,Low,US,Low,hannity.com
Hard Dawn,https://mediabiasfactcheck.com/hard-dawn,Satire,,US,,harddawn.com
Hard News,https://mediabiasfactcheck.com/hard-news,Questionable,Mixed,US,Low,hardnews.network
Harper's Bazaar,https://mediabiasfactcheck.com/harpers-bazaar-bias,Left,Mostly Factual,US,High,harpersbazaar.com
Harper's Magazine,https://mediabiasfactcheck.com/harpers,Center-Left,High,US,High,harpers.org
Hartford Courant,https://mediabiasfactcheck.com/the-hartford-courant,Center-Left,High,US,High,courant.com
Hartford Reporter,https://mediabiasfactcheck.com/hartford-reporter,Questionable,Mixed,US,Low,hartfordreporter.com
Harvard Business Review,https://mediabiasfactcheck.com/harvard-business-review,Center,High,US,High,hbr.org
Harvard Gazette,https://mediabiasfactcheck.com/harvard-gazette,Center,High,US,High,news.harvard.edu
Harvard Political Review,https://mediabiasfactcheck.com/harvard-political-review,Center-Left,High,US,High,harvardpolitics.com
Hastings Tribune,https://mediabiasfactcheck.com/hastings-tribune,Center,High,US,High,hastingstribune.com
Hawkeye Reporter,https://mediabiasfactcheck.com/hawkeye-reporter-bias,Questionable,Mixed,US,Low,hawkeyereporter.com
Headline News Network,https://mediabiasfactcheck.com/headline-news-network,Satire,,US,,headlinennews.com
Headline USA,https://mediabiasfactcheck.com/headline-usa-bias,Questionable,Mixed,US,Low,headlineusa.com
Healing Food Reference,https://mediabiasfactcheck.com/healing-food-reference,Conspiracy-Pseudoscience,Very Low,US,Low,healingfoodreference.com
Healio,https://mediabiasfactcheck.com/healio,Pro-Science,High,US,High,healio.com
Health Affairs Journal,https://mediabiasfactcheck.com/health-affairs-journal,Pro-Science,Very High,US,High,healthaffairs.org
Health and Money News,https://mediabiasfactcheck.com/health-and-money-news,Conspiracy-Pseudoscience,Very Low,US,Low,healthandmoneynews.wordpress.com
Health Impact News,https://mediabiasfactcheck.com/health-impact-news,Conspiracy-Pseudoscience,Very Low,US,Low,healthimpactnews.com
Health Magazine,https://mediabiasfactcheck.com/health-magazine,Center-Left,Mixed,US,Medium,health.com
Health Nut News,https://mediabiasfactcheck.com/health-nut-news,Conspiracy-Pseudoscience,Very Low,US,Low,healthnutnews.com
Health Ranger Report,https://mediabiasfactcheck.com/health-ranger-report,Conspiracy-Pseudoscience,Very Low,US,Low,healthrangerreport.com
Health Sciences Institute,https://mediabiasfactcheck.com/health-sciences-institute,Conspiracy-Pseudoscience,Low,US,Low,hsionline.com
Health.News,https://mediabiasfactcheck.com/health-news,Conspiracy-Pseudoscience,Very Low,US,Low,health.news
Healthcare Finance News,https://mediabiasfactcheck.com/healthcare-finance-news,Center,High,US,High,healthcarefinancenews.com
HealthLine,https://mediabiasfactcheck.com/healthline,Pro-Science,High,US,High,healthline.com
Healthy and Natural World,https://mediabiasfactcheck.com/healthy-and-natural-world,Conspiracy-Pseudoscience,Mixed,US,Low,healthyandnaturalworld.com
Healthy Holistic Living,https://mediabiasfactcheck.com/healthy-holistic-living,Conspiracy-Pseudoscience,Low,US,Low,healthy-holistic-living.com
HealthyWay,https://mediabiasfactcheck.com/healthyway,Center-Left,Mostly Factual,US,Medium,healthyway.com
Heartland Institute,https://mediabiasfactcheck.com/heartland-institute,Questionable,Low,US,Low,heartland.org
Heat Street,https://mediabiasfactcheck.com/heat-street,Right,Mixed,US,Mixed,marketwatch.com/entertainment
Heavy,https://mediabiasfactcheck.com/heavy,Center-Left,High,US,High,heavy.com
Hechinger Report,https://mediabiasfactcheck.com/hechinger-report-bias,Center-Left,High,US,High,hechingerreport.com
Hello Christian,https://mediabiasfactcheck.com/hello-christian,Conspiracy-Pseudoscience,Mixed,US,Low,hellochristian.com
Herald & Review,https://mediabiasfactcheck.com/herald-review-illinois,Center,High,US,High,herald-review.com
Herald/Review Media,https://mediabiasfactcheck.com/herald-review-media-bias,Center-Right,High,US,High,myheraldreview.com
Herbreference.com,https://mediabiasfactcheck.com/herbreference-com,Conspiracy-Pseudoscience,Very Low,US,Low,herbreference.com
Heritage Foundation,https://mediabiasfactcheck.com/heritage-foundation,Right,Mixed,US,Medium,heritage.org
HermanCain.com,https://mediabiasfactcheck.com/hermancain-com,Right,Mixed,US,Medium,hermancain.com
Hernando Reporter,https://mediabiasfactcheck.com/hernando-reporter,Questionable,Mixed,US,Low,hernandoreporter.com
Heterodox Academy,https://mediabiasfactcheck.com/heterodox-academy,Center,High,US,High,heterodoxacademy.org
Hi-Desert Star,https://mediabiasfactcheck.com/hi-desert-star,Center-Right,High,US,High,hidesertstar.com
Hickory Daily Journal,https://mediabiasfactcheck.com/hickory-daily-record-bias,Center,High,US,High,hickoryrecord.com
Higgins News Network,https://mediabiasfactcheck.com/higgins-news-network,Conspiracy-Pseudoscience,Mixed,US,Low,alexanderhiggins.com
High Country News,https://mediabiasfactcheck.com/high-country-news,Center-Left,High,US,High,hcn.org
High Point Enterprise,https://mediabiasfactcheck.com/high-point-enterprise,Center-Right,High,US,High,hpenews.com
High Times,https://mediabiasfactcheck.com/high-times-bias,Left,Mixed,US,Medium,hightimes.com
Highline,https://mediabiasfactcheck.com/highline,Center-Left,High,US,High,huffpost.com/highline
Hill Reporter,https://mediabiasfactcheck.com/hill-reporter,Left,High,US,High,hillreporter.com
Hillary Beat Trump,https://mediabiasfactcheck.com/hillary-beat-trump,Satire,,US,,hillarybeattrump.org
Hillary Daily,https://mediabiasfactcheck.com/hillary-daily,Right,Mixed,US,Medium,hillarydaily.com
Hillsboro Times-Gazette,https://mediabiasfactcheck.com/hillsboro-times-gazette-bias,Center-Right,High,US,High,timesgazette.com
History News Network,https://mediabiasfactcheck.com/history-news-network,Center-Left,High,US,High,historynewsnetwork.org
Hogg Watch,https://mediabiasfactcheck.com/hogg-watch,Questionable,Low,US,Low,hoggwatch.com
Hollywood Reporter,https://mediabiasfactcheck.com/hollywood-reporter,Center-Left,High,US,High,hollywoodreporter.com
Home Vaccine Education Network,https://mediabiasfactcheck.com/home-vaccine-education-network-bias,Conspiracy-Pseudoscience,Very Low,US,Low,homevaccineeducationnetwork.com
Homeland Security News Wire,https://mediabiasfactcheck.com/homeland-security-news-wire,Center,High,US,High,homelandsecuritynewswire.com
Honest Reporting,https://mediabiasfactcheck.com/honest-reporting,Center-Right,Mostly Factual,US,Medium,honestreporting.com
Honolulu Civil Beat,https://mediabiasfactcheck.com/honolulu-civil-beat,Center-Left,High,US,High,civilbeat.org
Honolulu Reporter,https://mediabiasfactcheck.com/honolulu-reporter,Questionable,Mixed,US,Low,honolulureporter.com
Honolulu Star-Advertiser,https://mediabiasfactcheck.com/honolulu-star-advertiser,Center-Left,High,US,High,staradvertiser.com
Hoodsite-USA Crime,https://mediabiasfactcheck.com/hoodsite,Questionable,Mixed,US,Low,usacrime.com/hoodsite
Hoosier State Today,https://mediabiasfactcheck.com/hoosier-state-today-bias,Questionable,Mixed,US,Low,hoosierstatetoday.com
Hoover Institution,https://mediabiasfactcheck.com/hoover-institution,Center-Right,High,US,High,hoover.org
Hopkinsville Times,https://mediabiasfactcheck.com/hopkinsville-times-bias,Questionable,Mixed,US,Low,hopkinsvilletimes.com
Hot Air,https://mediabiasfactcheck.com/hot-air,Right,Mostly Factual,US,High,hotair.com
Hot Springs Times,https://mediabiasfactcheck.com/hot-springs-times,Questionable,Mixed,US,Low,hotspringstimes.com
Housatonic Valley News,https://mediabiasfactcheck.com/housatonic-valley-news,Questionable,Mixed,US,Low,housatonicvalleynews.com
Houston Chronicle,https://mediabiasfactcheck.com/houston-chronicle,Center-Left,High,US,High,houstonchronicle.com
How Stuff Works,https://mediabiasfactcheck.com/howstuffworks,Center,Very High,US,High,howstuffworks.com
How-To Geek,https://mediabiasfactcheck.com/how-to-geek,Center,Very High,US,High,howtogeek.com
Hudson Institute,https://mediabiasfactcheck.com/hudson-institute,Right,High,US,High,hudson.org
Huffington Post,https://mediabiasfactcheck.com/huffington-post,Left,Mixed,US,Medium,huffpost.com
Human Events,https://mediabiasfactcheck.com/human-events,Right,Mixed,US,Medium,humanevents.com
Human Progress,https://mediabiasfactcheck.com/human-progress,Center-Right,Mostly Factual,US,High,humanprogress.org
Human Rights Campaign,https://mediabiasfactcheck.com/human-rights-campaign,Left,High,US,High,hrc.org
Human Rights Watch,https://mediabiasfactcheck.com/human-rights-watch,Center-Left,High,US,High,hrw.org
Humans are Free,https://mediabiasfactcheck.com/humans-are-free,Conspiracy-Pseudoscience,Low,US,Low,humansarefree.com
Huntsville Leader,https://mediabiasfactcheck.com/huntsville-leader,Questionable,Mixed,US,Low,huntsvilleleader.com
Hutch Today,https://mediabiasfactcheck.com/hutch-today-bias,Questionable,Mixed,US,Low,hutchtoday.com
Huzlers,https://mediabiasfactcheck.com/huzlers,Satire,,US,,huzlers.com
I Bleed Red White and Blue,https://mediabiasfactcheck.com/bleed-red-white-blue,Right,Mixed,US,Medium,ibleedredwhiteblue.com
I Hate the Media,https://mediabiasfactcheck.com/i-hate-the-media,Questionable,Low,US,Low,ihatethemedia.com
I love my Freedom,https://mediabiasfactcheck.com/i-love-my-freedom,Questionable,Very Low,US,Low,ilovemyfreedom.org
I Love Native Americans,https://mediabiasfactcheck.com/i-love-native-americans,Conspiracy-Pseudoscience,Mixed,US,Low,ilovenativeamericans.us
I Hypocrite,https://mediabiasfactcheck.com/i-hypocrite,Questionable,Mixed,US,Low,ihypocrite.net
Ice Age Now,https://mediabiasfactcheck.com/ice-age-now,Conspiracy-Pseudoscience,Low,US,Low,iceagenow.info
Icitizen,https://mediabiasfactcheck.com/icitizen,Center-Right,Mixed,US,Medium,icitizen.com
Idaho Falls Post Register,https://mediabiasfactcheck.com/idaho-falls-post-register-bias,Center,High,US,High,postregister.com
Idaho Press-Tribune,https://mediabiasfactcheck.com/idaho-press-tribune,Center-Left,High,US,High,idahopress.com
Idaho State Journal,https://mediabiasfactcheck.com/idaho-state-journal,Center-Right,High,US,High,idahostatejournal.com
Idaho Statesman,https://mediabiasfactcheck.com/idaho-statesman,Center,High,US,High,idahostatesman.com
Identity Evropa,https://mediabiasfactcheck.com/identity-evropa,Questionable,Very Low,US,Low,identityevropa.com
If America Knew,https://mediabiasfactcheck.com/if-america-knew,Center-Left,High,US,High,ifamericaknew.org
If You Only News,https://mediabiasfactcheck.com/if-you-only-news,Questionable,Very Low,US,Low,ifyouonlynews.com
iHealthtube.com,https://mediabiasfactcheck.com/ihealthtube,Conspiracy-Pseudoscience,Low,US,Low,ihealthtube.com
Illegal Alien Crime Report,https://mediabiasfactcheck.com/illegal-alien-crime-report,Questionable,Mixed,US,Low,illegalaliencrimereport.com
Illicit Info,https://mediabiasfactcheck.com/illicit-info,Questionable,Low,US,Low,illicitinfo.com
Illinois Policy Institute,https://mediabiasfactcheck.com/illinois-policy-institute,Right,Mostly Factual,US,High,illinoispolicy.org
Illinois Valley Times,https://mediabiasfactcheck.com/illinois-valley-times-bias,Questionable,Mixed,US,Low,illinoisvalleytimes.com
Illuminati News,https://mediabiasfactcheck.com/illuminati-news,Conspiracy-Pseudoscience,Low,US,Low,illuminati-news.com
Illuminati Watcher,https://mediabiasfactcheck.com/illuminati-watcher,Conspiracy-Pseudoscience,Low,US,Low,illuminatiwatcher.com
IMAO (In My Arrogant Opinion,https://mediabiasfactcheck.com/imao-in-my-arrogant-opinion,Satire,,US,,imao.us
iMediaEthics,https://mediabiasfactcheck.com/imediaethics,Center,High,US,High,imediaethics.org
IMOwired,https://mediabiasfactcheck.com/imowired,Questionable,Very Low,US,Low,imowired.com
Impeach Trump Now,https://mediabiasfactcheck.com/impeach-donald-trump,Left,Mixed,US,Low,politico.com/news/trump-impeachment
Imperial CA News,https://mediabiasfactcheck.com/imperial-ca-news,Questionable,Mixed,US,Low,imperialcanews.com
Imprimis,https://mediabiasfactcheck.com/imprimis-hillsdale-college,Right,Mixed,US,Medium,imprimis.hillsdale.edu
In Homeland Security,https://mediabiasfactcheck.com/in-homeland-security,Center-Right,High,US,High,amuedge.com/category/homeland-security
In These Times,https://mediabiasfactcheck.com/in-these-times,Left,Mostly Factual,US,Medium,inthesetimes.com
Inc. Magazine,https://mediabiasfactcheck.com/inc-magazine,Center,High,US,High,inc.com
Independent Florida Alligator,https://mediabiasfactcheck.com/the-independent-florida-alligator,Left,High,US,High,alligator.com
Independent Journal Review,https://mediabiasfactcheck.com/independent-journal-review,Right,Mostly Factual,US,High,ijr.com
Independent Living News,https://mediabiasfactcheck.com/independent-living-news,Conspiracy-Pseudoscience,Mixed,US,Low,independentlivingnews.com
Independent Media Center,https://mediabiasfactcheck.com/independent-media-center,Center-Left,High,US,High,indymedia.org
Independent Record (Montana,https://mediabiasfactcheck.com/independent-record-montana,Center,High,US,High,helenair.com
Independent Reporter,https://mediabiasfactcheck.com/independent-reporter-ir-net,Left,Mixed,US,Medium,ir.net
Independent Science News,https://mediabiasfactcheck.com/independent-science-news,Conspiracy-Pseudoscience,Mixed,US,Low,independentsciencenews.org
Independent Sentinel,https://mediabiasfactcheck.com/independent-sentinel,Questionable,Low,US,Low,independentsentinel.com
Independent Voter Network (IVN,https://mediabiasfactcheck.com/independent-voter-network-ivn,Center,High,US,High,ivn.us
Independent Women's Forum,https://mediabiasfactcheck.com/independent-womens-forum-iwf,Right,Mostly Factual,US,Medium,iwf.org
IndexMundi,https://mediabiasfactcheck.com/indexmundi,Center,High,US,High,indexmundi.com
Indianapolis Star,https://mediabiasfactcheck.com/indianapolis-star,Center,High,US,High,indystar.com
Indy Standard,https://mediabiasfactcheck.com/indy-standard-bias,Questionable,Mixed,US,Low,indystandard.com
Inequality Media,https://mediabiasfactcheck.com/inequality-media,Left,High,US,High,inequalitymedia.org
Influence Watch,https://mediabiasfactcheck.com/influence-watch,Right,High,US,High,influencewatch.org
InfoGalactic,https://mediabiasfactcheck.com/infogalactic,Questionable,Low,US,Low,infogalactic.com
Information Clearing House,https://mediabiasfactcheck.com/information-clearing-house,Conspiracy-Pseudoscience,Mixed,US,Low,informationclearinghouse.info
Information Liberation,https://mediabiasfactcheck.com/information-liberation,Questionable,Low,US,Low,informationliberation.com
Informed Comment (Juan Cole,https://mediabiasfactcheck.com/informed-comment,Left,Mixed,US,Medium,juancole.com
Inforum (The Forum of Fargo-Moorhead,https://mediabiasfactcheck.com/inforum-the-forum-fargo-moorhead-bias-rating,Center-Right,High,US,High,inforum.com
Infowars,https://mediabiasfactcheck.com/infowars-alex-jones,Conspiracy-Pseudoscience,Very Low,US,Low,infowars.com
Ingredients.News,https://mediabiasfactcheck.com/ingredients-news,Conspiracy-Pseudoscience,Very Low,US,Low,ingredients.news
Inland Valley Bulletin,https://mediabiasfactcheck.com/inland-valley-daily-bulletin,Center,High,US,High,dailybulletin.com
Inside Edition,https://mediabiasfactcheck.com/inside-edition,Center-Left,High,US,High,insideedition.com
Inside Higher Ed,https://mediabiasfactcheck.com/inside-higher-ed,Center-Left,High,US,High,insidehighered.com
Inside Philanthropy,https://mediabiasfactcheck.com/inside-philanthropy,Center-Left,High,US,High,insidephilanthropy.com
Consortium News,https://mediabiasfactcheck.com/consortium-news,Left,Mixed,US,Medium,consortiumnews.com
Inside Science,https://mediabiasfactcheck.com/inside-science,Pro-Science,High,US,High,insidescience.org
InsideClimate News,https://mediabiasfactcheck.com/insideclimate-news,Center-Left,High,US,High,insideclimatenews.org
Insider,https://mediabiasfactcheck.com/insider,Center-Left,High,US,High,insider.com
InsideSources,https://mediabiasfactcheck.com/insidesources,Center-Right,Mostly Factual,US,Medium,insidesources.com
Institute for Creation Research,https://mediabiasfactcheck.com/institute-for-creation-research-icr,Conspiracy-Pseudoscience,Very Low,US,Low,icr.org
Institute for Family Studies,https://mediabiasfactcheck.com/institute-for-family-studies,Right,Mixed,US,Medium,ifstudies.org
Institute for Health Metrics and Evaluation (IHME,https://mediabiasfactcheck.com/institute-for-health-metrics-and-evaluation-healthdata-org,Pro-Science,High,US,High,healthdata.org
Institute for Historical Review (IHR,https://mediabiasfactcheck.com/institute-for-historical-review,Questionable,Very Low,US,Low,ihr.org
