outlet_name_allsides,source_type_allsides,bias_allsides,url_allsides,url_cleaned
KDKA,News Media,Center,https://www.allsides.com/news-source/kdka-media-bias,cbsnews.com/pittsburgh/local-news
Kearney Hub,News Media,Center,https://www.allsides.com/news-source/kearney-hub-media-bias,kearneyhub.com
Keeping it Right,News Media,Right,https://www.allsides.com/news-source/keeping-it-right-media-bias,keepingitright.blogspot.com
Keloland,News Media,Center,https://www.allsides.com/news-source/keloland-media-bias,keloland.com
Kennebec Journal,News Media,Center,https://www.allsides.com/news-source/kennebec-journal-media-bias,centralmaine.com
Kenosha News,News Media,Center,https://www.allsides.com/news-source/kenosha-news-media-bias,kenoshanews.com
KENS 5,News Media,Center,https://www.allsides.com/news-source/kens-5-media-bias,kens5.com
Kent County Daily Times,News Media,Center,https://www.allsides.com/news-source/kent-county-daily-times-media-bias,ricentral.com/kent_county_daily_times
Kent Island Bay Times,News Media,Center,https://www.allsides.com/news-source/kent-island-bay-times-media-bias,myeasternshoremd.com/qa/bay_times
Kent Reporter,News Media,Center,https://www.allsides.com/news-source/kent-reporter-media-bias,kentreporter.com
Kent Wired,News Media,Center-Left,https://www.allsides.com/news-source/kent-wired-media-bias,kentwired.com
Kentucky Gazette,News Media,Center,https://www.allsides.com/news-source/kentucky-gazette-media-bias,kentuckygazette.com
Kentucky New Era,News Media,Center,https://www.allsides.com/news-source/kentucky-new-era,kentuckynewera.com
Kentucky Today,News Media,Center,https://www.allsides.com/news-source/kentucky-today-media-bias,kentuckytoday.com
KESQ 3,News Media,Center,https://www.allsides.com/news-source/kesq-3-media-bias,kesq.com
KETR,News Media,Center,https://www.allsides.com/news-source/ketr-media-bias,ketr.org
KEYC,News Media,Center,https://www.allsides.com/news-source/keyc-media-bias,keyc.com
KEYT,News Media,Center,https://www.allsides.com/news-source/keyt-media-bias,keyt.com
KFDA 10,News Media,Center,https://www.allsides.com/news-source/kfda-10-media-bias,newschannel10.com
KFGO,News Media,Center-Left,https://www.allsides.com/news-source/kfgo-media-bias,kfgo.com
KFOR 4,News Media,Center,https://www.allsides.com/news-source/kfor-4-media-bias,kfor.com
KFOX 14,News Media,Center,https://www.allsides.com/news-source/kfox-14-media-bias,kfoxtv.com
KFYR,News Media,Center,https://www.allsides.com/news-source/kfyr-media-bias,kfyrtv.com
KGAB AM 650,News Media,Center,https://www.allsides.com/news-source/kgab-am-650-media-bias,kgab.com/category/local-news
KGAN CBS 2,News Media,Center,https://www.allsides.com/news-source/kgan-cbs-2-media-bias,cbs2iowa.com
KGNS,News Media,Center,https://www.allsides.com/news-source/kgns-media-bias,kgns.tv
KGUN,News Media,Center,https://www.allsides.com/news-source/kgun-media-bias,kgun9.com
KGW 8,News Media,Center,https://www.allsides.com/news-source/kgw-8-media-bias,kgw.com
KHON 2,News Media,Center,https://www.allsides.com/news-source/khon-2-media-bias,khon2.com
Kialo,Dialogue & Debate,Center,https://www.allsides.com/news-source/kialo-media-bias,kialo.com
KICD,News Media,Center,https://www.allsides.com/news-source/kicd-media-bias,kicdam.com
KIFI News 8,News Media,Center,https://www.allsides.com/news-source/kifi-news-8-media-bias,localnews8.com
Kilgore News Herald,News Media,Center,https://www.allsides.com/news-source/kilgore-news-herald-media-bias,kilgorenewsherald.com
KING 5 News,News Media,Center,https://www.allsides.com/news-source/king-5-news-media-bias,king5.com
Kingsport Times-News,News Media,Center,https://www.allsides.com/news-source/kingsport-times-news-media-bias,timesnews.net
KIRO 7,News Media,Center,https://www.allsides.com/news-source/kiro-7-media-bias,kiro7.com
KITV 4,News Media,Center,https://www.allsides.com/news-source/kitv-4-media-bias,kitv.com
KIVI 6,News Media,Center,https://www.allsides.com/news-source/kivi-6-media-bias,kivitv.com
KJZZ Fronteras,News Media,Center,https://www.allsides.com/news-source/kjzz-fronteras-media-bias,fronterasdesk.org
KLAS 8,News Media,Center,https://www.allsides.com/news-source/klas-8-media-bias,8newsnow.com
KLIN,News Media,Center,https://www.allsides.com/news-source/klin-media-bias,klin.com/#/questions
KMA Land,News Media,Center,https://www.allsides.com/news-source/kma-land-media-bias,kmaland.com
KMOV 4,News Media,Center,https://www.allsides.com/news-source/kmov-4-media-bias,kmov.com
KMVT,News Media,Center,https://www.allsides.com/news-source/kmvt-media-bias,kmvt.com
KNKX,News Media,Center,https://www.allsides.com/news-source/knkx-media-bias,knkx.org
Knoxville News Sentinel,News Media,Center,https://www.allsides.com/news-source/knoxville-news-sentinel-media-bias,knoxnews.com
KNSI Radio,News Media,Center,https://www.allsides.com/news-source/knsi-radio-media-bias,knsiradio.com
KNWA,News Media,Center,https://www.allsides.com/news-source/knwa-media-bias,nwahomepage.com
KOAA News 5,News Media,Center,https://www.allsides.com/news-source/koaa-news-5-media-bias,koaa.com
KOAT Action 7 News,News Media,Center,https://www.allsides.com/news-source/koat-action-7-news-media-bias,koat.com/local-news
KOB 4,News Media,Center,https://www.allsides.com/news-source/kob-4-media-bias,kob.com/new-mexico-news
KOCO 5,News Media,Center,https://www.allsides.com/news-source/koco-5-media-bias,koco.com
KOIN 6,News Media,Center,https://www.allsides.com/news-source/koin-6-media-bias,koin.com
KOLN,News Media,Center,https://www.allsides.com/news-source/koln-media-bias,1011now.com
KOMO News,News Media,Center,https://www.allsides.com/news-source/komo-news-media-bias,komonews.com
KOTA,News Media,Center,https://www.allsides.com/news-source/kota-media-bias,kotatv.com
KPLC,News Media,Center,https://www.allsides.com/news-source/kplc-media-bias,kplctv.com
KQED,News Media,Center,https://www.allsides.com/news-source/kqed,kqed.org
KRDO,News Media,Center,https://www.allsides.com/news-source/krdo-media-bias,krdo.com
KREM,News Media,Center,https://www.allsides.com/news-source/krem-media-bias,krem.com
KRGV 5,News Media,Center,https://www.allsides.com/news-source/krgv-5-media-bias,krgv.com/home
KRQE 13 News,News Media,Center,https://www.allsides.com/news-source/krqe-13-news-media-bias,krqe.com/news/new-mexico
KRTV 3,News Media,Center,https://www.allsides.com/news-source/krtv-3-media-bias,krtv.com
KSHB,News Media,Center,https://www.allsides.com/news-source/kshb-media-bias,kshb.com
KSL,News Media,Center,https://www.allsides.com/news-source/ksl,ksl.com
KSLA,News Media,Center,https://www.allsides.com/news-source/ksla-media-bias-0,lafourchegazette.com
KSLA,News Media,Center,https://www.allsides.com/news-source/ksla-media-bias,ksla.com
KSMU,News Media,Center-Left,https://www.allsides.com/news-source/ksmu-media-bias,ksmu.org
KSN TV,News Media,Center,https://www.allsides.com/news-source/ksn-tv-media-bias,ksn.com
KSRO,News Media,Center,https://www.allsides.com/news-source/ksro-media-bias,ksro.com
KSTP,News Media,Center,https://www.allsides.com/news-source/kstp-media-bias,kstp.com
KTBS,News Media,Center,https://www.allsides.com/news-source/ktbs-media-bias,ktbs.com
KTEN 10,News Media,Center-Right,https://www.allsides.com/news-source/kten-10-media-bias,kten.com
KTLO,News Media,Center,https://www.allsides.com/news-source/ktlo-media-bias,ktlo.com
KTNV 13 Las Vegas,News Media,Center,https://www.allsides.com/news-source/ktnv-13-las-vegas-media-bias,ktnv.com
KTOO,News Media,Center,https://www.allsides.com/news-source/ktoo-media-bias,ktoo.org
KTSA,News Media,Center,https://www.allsides.com/news-source/ktsa-media-bias,ktsa.com
KTTC News,News Media,Center,https://www.allsides.com/news-source/kttc-news-media-bias,kttc.com
KTUL 8,News Media,Center,https://www.allsides.com/news-source/ktul-8-media-bias,ktul.com
KTVB 7,News Media,Center,https://www.allsides.com/news-source/ktvb-7-media-bias,ktvb.com/local
KTVE,News Media,Center,https://www.allsides.com/news-source/ktve-media-bias,myarklamiss.com
KTVF,News Media,Center,https://www.allsides.com/news-source/ktvf-media-bias,webcenterfairbanks.com
KTVQ 2,News Media,Center,https://www.allsides.com/news-source/ktvq-2-media-bias,ktvq.com
KTVZ 21,News Media,Center,https://www.allsides.com/news-source/ktvz-21-media-bias,ktvz.com
KUNM,News Media,Center,https://www.allsides.com/news-source/kunm-media-bias,kunm.org
KUOW,News Media,Center,https://www.allsides.com/news-source/kuow-media-bias,kuow.org
KUTV,News Media,Center,https://www.allsides.com/news-source/kutv,kutv.com/index.shtml
KVOE,News Media,Center,https://www.allsides.com/news-source/kvoe-media-bias,kvoe.com
KVRR,News Media,Center,https://www.allsides.com/news-source/kvrr-media-bias,kvrr.com
KVRR News,News Media,Center,https://www.allsides.com/news-source/kvrr-news-media-bias,kvrr.com/news
KWCH,News Media,Center,https://www.allsides.com/news-source/kwch-media-bias,kwch.com
KWHI,News Media,Center,https://www.allsides.com/news-source/kwhi-media-bias,kwhi.com
KWIT,News Media,Center-Left,https://www.allsides.com/news-source/kwit-media-bias,kwit.org
KWTX 10,News Media,Center,https://www.allsides.com/news-source/kwtx-10-media-bias,kwtx.com
KX News,News Media,Center,https://www.allsides.com/news-source/kx-news-media-bias,kxnet.com
KXII,News Media,Center,https://www.allsides.com/news-source/kxii-media-bias,kxii.com
La Crosse Tribune,News Media,Center,https://www.allsides.com/news-source/la-crosse-tribune-media-bias,lacrossetribune.com
LA Sentinel,News Media,Left,https://www.allsides.com/news-source/la-sentinel-media-bias,lasentinel.net
Lad Bible,News Media,Center,https://www.allsides.com/news-source/lad-bible-media-bias,ladbible.com/uk-news
Lake Highlands Advocate,News Media,Center,https://www.allsides.com/news-source/lake-highlands-advocate-media-bias,lakehighlands.advocatemag.com
Lake Research Partners,Reference,Center,https://www.allsides.com/news-source/lake-research-partners-media-bias,lakeresearch.com
Lancaster Online,News Media,Center,https://www.allsides.com/news-source/lancaster-online-media-bias,lancasteronline.com
Lansing State Journal,News Media,Center,https://www.allsides.com/news-source/lansing-state-journal,lansingstatejournal.com
Laramie Boomerang,News Media,Center,https://www.allsides.com/news-source/laramie-boomerang-media-bias,wyomingnews.com/laramieboomerang
Laramie Live,News Media,Center,https://www.allsides.com/news-source/laramie-live-media-bias,laramielive.com
Laredo Morning Times,News Media,Center-Left,https://www.allsides.com/news-source/laredo-morning-times-media-bias,lmtonline.com
Las Cruces Sun-News,News Media,Center,https://www.allsides.com/news-source/las-cruces-sun-news-media-bias,lcsun-news.com
Las Vegas Review-Journal,News Media,Center,https://www.allsides.com/news-source/las-vegas-review-journal-media-bias,reviewjournal.com
Las Vegas Sun,News Media,Center-Left,https://www.allsides.com/news-source/las-vegas-sun,lasvegassun.com
Latino Rebels,News Media,Left,https://www.allsides.com/news-source/latino-rebels-media-bias,latinorebels.com
Law & Crime,News Media,Center,https://www.allsides.com/news-source/law-crime-media-bias,lawandcrime.com
Lawfare,News Media,Center,https://www.allsides.com/news-source/lawfare-media-bias,lawfareblog.com
Lawton Constitution,News Media,Center,https://www.allsides.com/news-source/lawton-constitution-media-bias,swoknews.com
Lead Stories,Fact Check,Center-Left,https://www.allsides.com/news-source/lead-stories-media-bias,leadstories.com
Leader Publications,News Media,Center,https://www.allsides.com/news-source/leader-publications-media-bias,myleaderpaper.com
Leader-Telegram,News Media,Center,https://www.allsides.com/news-source/leader-telegram-media-bias,leadertelegram.com
Leadership Now Project,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/leadership-now-project-media-bias,leadershipnowproject.org
Leafly,News Media,Left,https://www.allsides.com/news-source/leafly-media-bias,leafly.com
Leesburg Today,News Media,Center-Right,https://www.allsides.com/news-source/leesburg-today,leesburgtoday.com
Left Right & Center,Podcast,Center,https://www.allsides.com/news-source/left-right-center-media-bias,kcrw.com/news/shows/left-right-center/show-tabs/about/tab-view
Lehigh Valley Live,News Media,Center-Left,https://www.allsides.com/news-source/lehigh-valley-live-media-bias,lehighvalleylive.com
Let's Find Common Ground,Podcast,Center,https://www.allsides.com/news-source/lets-find-common-ground-media-bias,commongroundcommittee.org/podcasts
Lewiston Sun Journal,News Media,Center,https://www.allsides.com/news-source/lewiston-sun-journal-media-bias,sunjournal.com
Lewiston Tribune,News Media,Center,https://www.allsides.com/news-source/lewiston-tribune-media-bias,lmtribune.com
Lexington Herald-Leader,News Media,Center,https://www.allsides.com/news-source/lexington-herald-leader,kentucky.com
LGBTQ Nation,News Media,Left,https://www.allsides.com/news-source/lgbtq-nation-media-bias,lgbtqnation.com
Life After Hate,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/life-after-hate-media-bias,lifeafterhate.org
Lifehacker,News Media,Center,https://www.allsides.com/news-source/lifehacker,lifehacker.com
Lima Ohio,News Media,Center,https://www.allsides.com/news-source/lima-ohio-media-bias,limaohio.com
Listen First Project,Dialogue & Debate,Center,https://www.allsides.com/news-source/listen-first-project-media-bias,listenfirstproject.org
Live 5 WCSC,News Media,Center,https://www.allsides.com/news-source/live-5-wcsc-media-bias,live5news.com
Live Action News,News Media,Center-Right,https://www.allsides.com/news-source/live-action-news,liveactionnews.org
Live Science,News Media,Center,https://www.allsides.com/news-source/live-science-media-bias,livescience.com
